dataset,method,probe,test_fold,bin,f1_macro,n_test
tessera,shrink_a0.1,knn,2,tiny(<50),0.2828163157741732,2830
tessera,shrink_a0.1,knn,2,small(50-150),0.3562723306848367,6609
tessera,shrink_a0.1,knn,2,medium(150-500),0.4267482740980954,6052
tessera,shrink_a0.1,knn,2,large(>500),0.4141846331916883,1930
tessera,shrink_a0.1,linear,3,overall,0.4734544325826718,16954
tessera,shrink_a0.1,linear,3,tiny(<50),0.4379617137368912,2615
tessera,shrink_a0.1,linear,3,small(50-150),0.4575806150782666,6268
tessera,shrink_a0.1,linear,3,medium(150-500),0.492832214543373,6156
tessera,shrink_a0.1,linear,3,large(>500),0.4707338652239213,1915
tessera,shrink_a0.1,knn,3,overall,0.363918561920415,16954
tessera,shrink_a0.1,knn,3,tiny(<50),0.3237214344840102,2615
tessera,shrink_a0.1,knn,3,small(50-150),0.3531361459450525,6268
tessera,shrink_a0.1,knn,3,medium(150-500),0.3736521179817577,6156
tessera,shrink_a0.1,knn,3,large(>500),0.3592178059284228,1915
tessera,shrink_a0.1,linear,4,overall,0.4956445101899656,17377
tessera,shrink_a0.1,linear,4,tiny(<50),0.3337894144987662,2474
tessera,shrink_a0.1,linear,4,small(50-150),0.4908549792950088,6719
tessera,shrink_a0.1,linear,4,medium(150-500),0.5104250830466208,6351
tessera,shrink_a0.1,linear,4,large(>500),0.5057691686348217,1833
tessera,shrink_a0.1,knn,4,overall,0.3949908299425119,17377
tessera,shrink_a0.1,knn,4,tiny(<50),0.2492531150902273,2474
tessera,shrink_a0.1,knn,4,small(50-150),0.3877938999032813,6719
tessera,shrink_a0.1,knn,4,medium(150-500),0.4110408290964993,6351
tessera,shrink_a0.1,knn,4,large(>500),0.4024481936544451,1833
tessera,shrink_a0.1,linear,5,overall,0.4697235932435457,16480
tessera,shrink_a0.1,linear,5,tiny(<50),0.3120526787488591,2418
tessera,shrink_a0.1,linear,5,small(50-150),0.4578941789619441,6155
tessera,shrink_a0.1,linear,5,medium(150-500),0.4912775977646682,5899
tessera,shrink_a0.1,linear,5,large(>500),0.5146947864103918,2008
tessera,shrink_a0.1,knn,5,overall,0.3774701595423684,16480
tessera,shrink_a0.1,knn,5,tiny(<50),0.2114395065661786,2418
tessera,shrink_a0.1,knn,5,small(50-150),0.3681074369689592,6155
tessera,shrink_a0.1,knn,5,medium(150-500),0.4012452863485791,5899
tessera,shrink_a0.1,knn,5,large(>500),0.4133623830569657,2008
tessera,shrink_a0.25,linear,1,overall,0.5110390593591061,17136
tessera,shrink_a0.25,linear,1,tiny(<50),0.3601830241390784,2459
tessera,shrink_a0.25,linear,1,small(50-150),0.4798513778513099,6563
tessera,shrink_a0.25,linear,1,medium(150-500),0.5526383279091331,6217
tessera,shrink_a0.25,linear,1,large(>500),0.5415192398247449,1897
tessera,shrink_a0.25,knn,1,overall,0.4235241223387624,17136
tessera,shrink_a0.25,knn,1,tiny(<50),0.2789513288965602,2459
tessera,shrink_a0.25,knn,1,small(50-150),0.3906301077743552,6563
tessera,shrink_a0.25,knn,1,medium(150-500),0.4683926685409973,6217
tessera,shrink_a0.25,knn,1,large(>500),0.42870389902418,1897
tessera,shrink_a0.25,linear,2,overall,0.4706635478677367,17421
tessera,shrink_a0.25,linear,2,tiny(<50),0.3654374668662423,2830
tessera,shrink_a0.25,linear,2,small(50-150),0.4444417548493213,6609
tessera,shrink_a0.25,linear,2,medium(150-500),0.5030039767558683,6052
tessera,shrink_a0.25,linear,2,large(>500),0.5021237657453699,1930
tessera,shrink_a0.25,knn,2,overall,0.3881190162690993,17421
tessera,shrink_a0.25,knn,2,tiny(<50),0.2792502033503524,2830
tessera,shrink_a0.25,knn,2,small(50-150),0.3566965028566626,6609
tessera,shrink_a0.25,knn,2,medium(150-500),0.4283450658680237,6052
tessera,shrink_a0.25,knn,2,large(>500),0.4004659667446769,1930
tessera,shrink_a0.25,linear,3,overall,0.4758287555688205,16954
tessera,shrink_a0.25,linear,3,tiny(<50),0.4274697574950625,2615
tessera,shrink_a0.25,linear,3,small(50-150),0.4569855111597478,6268
tessera,shrink_a0.25,linear,3,medium(150-500),0.4918102408530843,6156
tessera,shrink_a0.25,linear,3,large(>500),0.4987998404286709,1915
tessera,shrink_a0.25,knn,3,overall,0.3656491864633562,16954
tessera,shrink_a0.25,knn,3,tiny(<50),0.3316565572447679,2615
tessera,shrink_a0.25,knn,3,small(50-150),0.3531285193399285,6268
tessera,shrink_a0.25,knn,3,medium(150-500),0.3756552663092423,6156
tessera,shrink_a0.25,knn,3,large(>500),0.3609319195771521,1915
tessera,shrink_a0.25,linear,4,overall,0.4949697037579697,17377
tessera,shrink_a0.25,linear,4,tiny(<50),0.3336416417386119,2474
tessera,shrink_a0.25,linear,4,small(50-150),0.4902542809521216,6719
tessera,shrink_a0.25,linear,4,medium(150-500),0.5093655461714419,6351
tessera,shrink_a0.25,linear,4,large(>500),0.5057691686348217,1833
tessera,shrink_a0.25,knn,4,overall,0.3966746498284369,17377
tessera,shrink_a0.25,knn,4,tiny(<50),0.2412303614016487,2474
tessera,shrink_a0.25,knn,4,small(50-150),0.3875993103103429,6719
tessera,shrink_a0.25,knn,4,medium(150-500),0.4171202027259496,6351
tessera,shrink_a0.25,knn,4,large(>500),0.4027291358687442,1833
tessera,shrink_a0.25,linear,5,overall,0.4698267271960062,16480
tessera,shrink_a0.25,linear,5,tiny(<50),0.3107139552607281,2418
tessera,shrink_a0.25,linear,5,small(50-150),0.4565273394282499,6155
tessera,shrink_a0.25,linear,5,medium(150-500),0.4926139275434976,5899
tessera,shrink_a0.25,linear,5,large(>500),0.5169346833489613,2008
tessera,shrink_a0.25,knn,5,overall,0.3807292657038583,16480
tessera,shrink_a0.25,knn,5,tiny(<50),0.2130154689142671,2418
tessera,shrink_a0.25,knn,5,small(50-150),0.3689291794467196,6155
tessera,shrink_a0.25,knn,5,medium(150-500),0.4073519706515755,5899
tessera,shrink_a0.25,knn,5,large(>500),0.4138725651579286,2008
tessera,shrink_a0.5,linear,1,overall,0.5126196855168788,17136
tessera,shrink_a0.5,linear,1,tiny(<50),0.3722258005724936,2459
tessera,shrink_a0.5,linear,1,small(50-150),0.4798057615556347,6563
tessera,shrink_a0.5,linear,1,medium(150-500),0.5540185289050701,6217
tessera,shrink_a0.5,linear,1,large(>500),0.5413360901868103,1897
tessera,shrink_a0.5,knn,1,overall,0.4194206051039351,17136
tessera,shrink_a0.5,knn,1,tiny(<50),0.2803493617062521,2459
tessera,shrink_a0.5,knn,1,small(50-150),0.3915935766969728,6563
tessera,shrink_a0.5,knn,1,medium(150-500),0.4627503717234604,6217
tessera,shrink_a0.5,knn,1,large(>500),0.4133160881106303,1897
tessera,shrink_a0.5,linear,2,overall,0.4709316026805957,17421
tessera,shrink_a0.5,linear,2,tiny(<50),0.3650023670531093,2830
tessera,shrink_a0.5,linear,2,small(50-150),0.4443997116877238,6609
tessera,shrink_a0.5,linear,2,medium(150-500),0.5039774200505633,6052
tessera,shrink_a0.5,linear,2,large(>500),0.5021237657453699,1930
tessera,shrink_a0.5,knn,2,overall,0.3903645214499994,17421
tessera,shrink_a0.5,knn,2,tiny(<50),0.2874371731105614,2830
tessera,shrink_a0.5,knn,2,small(50-150),0.3560502321052725,6609
tessera,shrink_a0.5,knn,2,medium(150-500),0.4298892360171275,6052
tessera,shrink_a0.5,knn,2,large(>500),0.4067799124964518,1930
tessera,shrink_a0.5,linear,3,overall,0.4728528975911324,16954
tessera,shrink_a0.5,linear,3,tiny(<50),0.4391217749976571,2615
tessera,shrink_a0.5,linear,3,small(50-150),0.4573176478841241,6268
tessera,shrink_a0.5,linear,3,medium(150-500),0.4909901115166915,6156
tessera,shrink_a0.5,linear,3,large(>500),0.4716313369238725,1915
tessera,shrink_a0.5,knn,3,overall,0.369732145397182,16954
tessera,shrink_a0.5,knn,3,tiny(<50),0.3387446987596334,2615
tessera,shrink_a0.5,knn,3,small(50-150),0.354805320761669,6268
tessera,shrink_a0.5,knn,3,medium(150-500),0.3827595063458287,6156
tessera,shrink_a0.5,knn,3,large(>500),0.3595125094895882,1915
tessera,shrink_a0.5,linear,4,overall,0.4954305982146311,17377
tessera,shrink_a0.5,linear,4,tiny(<50),0.3375821144368054,2474
tessera,shrink_a0.5,linear,4,small(50-150),0.4910448490213228,6719
tessera,shrink_a0.5,linear,4,medium(150-500),0.5097539307656951,6351
tessera,shrink_a0.5,linear,4,large(>500),0.5024134420424227,1833
tessera,shrink_a0.5,knn,4,overall,0.3943015034051094,17377
tessera,shrink_a0.5,knn,4,tiny(<50),0.2360767412342451,2474
tessera,shrink_a0.5,knn,4,small(50-150),0.3884013538305357,6719
tessera,shrink_a0.5,knn,4,medium(150-500),0.4142897613088121,6351
tessera,shrink_a0.5,knn,4,large(>500),0.393621326591249,1833
tessera,shrink_a0.5,linear,5,overall,0.4699525447561022,16480
tessera,shrink_a0.5,linear,5,tiny(<50),0.3114506480938677,2418
tessera,shrink_a0.5,linear,5,small(50-150),0.4584385645381517,6155
tessera,shrink_a0.5,linear,5,medium(150-500),0.4916642134647142,5899
tessera,shrink_a0.5,linear,5,large(>500),0.5146947864103918,2008
tessera,shrink_a0.5,knn,5,overall,0.3809426893458174,16480
tessera,shrink_a0.5,knn,5,tiny(<50),0.2160999632202314,2418
tessera,shrink_a0.5,knn,5,small(50-150),0.367180641959917,6155
tessera,shrink_a0.5,knn,5,medium(150-500),0.4064929304157674,5899
tessera,shrink_a0.5,knn,5,large(>500),0.4161779996614365,2008
